state,date,sex,ethnicity,abs
Johor,1/1/2010,male,bumi_malay,5285
Johor,1/1/2011,male,bumi_malay,5273
Johor,1/1/2012,male,bumi_malay,5474
Johor,1/1/2013,male,bumi_malay,5627
Johor,1/1/2014,male,bumi_malay,5671
Johor,1/1/2015,male,bumi_malay,6008
Johor,1/1/2016,male,bumi_malay,6389
Johor,1/1/2017,male,bumi_malay,6636
Johor,1/1/2018,male,bumi_malay,6785
Johor,1/1/2019,male,bumi_malay,6928
Johor,1/1/2020,male,bumi_malay,6645
Johor,1/1/2021,male,bumi_malay,8554
Johor,1/1/2022,male,bumi_malay,8021
Johor,1/1/2000,female,bumi_malay,2760
Johor,1/1/2001,female,bumi_malay,3032
Johor,1/1/2002,female,bumi_malay,3274
Johor,1/1/2003,female,bumi_malay,3204
Johor,1/1/2004,female,bumi_malay,3253
Johor,1/1/2005,female,bumi_malay,3387
Johor,1/1/2006,female,bumi_malay,3463
Johor,1/1/2007,female,bumi_malay,3529
Johor,1/1/2008,female,bumi_malay,3818
Johor,1/1/2009,female,bumi_malay,3768
Johor,1/1/2010,female,bumi_malay,3712
Johor,1/1/2011,female,bumi_malay,3876
Johor,1/1/2012,female,bumi_malay,4148
Johor,1/1/2013,female,bumi_malay,4231
Johor,1/1/2014,female,bumi_malay,4204
Johor,1/1/2015,female,bumi_malay,4466
Johor,1/1/2016,female,bumi_malay,4767
Johor,1/1/2017,female,bumi_malay,4911
Johor,1/1/2018,female,bumi_malay,5027
Johor,1/1/2019,female,bumi_malay,5234
Johor,1/1/2020,female,bumi_malay,4831
Johor,1/1/2021,female,bumi_malay,6736
Johor,1/1/2022,female,bumi_malay,6296
Kedah,1/1/2000,male,bumi_malay,3701
Kedah,1/1/2001,male,bumi_malay,3848
Kedah,1/1/2002,male,bumi_malay,4121
Kedah,1/1/2003,male,bumi_malay,4280
Kedah,1/1/2004,male,bumi_malay,4194
Kedah,1/1/2005,male,bumi_malay,4249
Kedah,1/1/2006,male,bumi_malay,4504
Kedah,1/1/2007,male,bumi_malay,4597
Kedah,1/1/2008,male,bumi_malay,4643
Kedah,1/1/2009,male,bumi_malay,4991
Kedah,1/1/2010,male,bumi_malay,4917
Kedah,1/1/2011,male,bumi_malay,5151
Kedah,1/1/2012,male,bumi_malay,5330
Kedah,1/1/2013,male,bumi_malay,5342
Kedah,1/1/2014,male,bumi_malay,5622
Kedah,1/1/2015,male,bumi_malay,5904
Kedah,1/1/2016,male,bumi_malay,5887
Kedah,1/1/2017,male,bumi_malay,6188
Kedah,1/1/2018,male,bumi_malay,6285
Kedah,1/1/2019,male,bumi_malay,6104
Kedah,1/1/2020,male,bumi_malay,5885
Kedah,1/1/2021,male,bumi_malay,7652
Kedah,1/1/2022,male,bumi_malay,7531
Kedah,1/1/2000,female,bumi_malay,2971
Kedah,1/1/2001,female,bumi_malay,3033
Kedah,1/1/2002,female,bumi_malay,3225
Kedah,1/1/2003,female,bumi_malay,3503
Kedah,1/1/2004,female,bumi_malay,3340
Kedah,1/1/2005,female,bumi_malay,3480
Kedah,1/1/2006,female,bumi_malay,3587
Kedah,1/1/2007,female,bumi_malay,3660
Kedah,1/1/2008,female,bumi_malay,3664
Kedah,1/1/2009,female,bumi_malay,3921
Kedah,1/1/2010,female,bumi_malay,3933
Kedah,1/1/2011,female,bumi_malay,3888
Kedah,1/1/2012,female,bumi_malay,4047
Kedah,1/1/2013,female,bumi_malay,4231
Kedah,1/1/2014,female,bumi_malay,4355
Kedah,1/1/2015,female,bumi_malay,4617
Kedah,1/1/2016,female,bumi_malay,4744
Kedah,1/1/2017,female,bumi_malay,4973
Kedah,1/1/2018,female,bumi_malay,5007
Kedah,1/1/2019,female,bumi_malay,4870
Kedah,1/1/2020,female,bumi_malay,4655
Kedah,1/1/2021,female,bumi_malay,6662
Kedah,1/1/2022,female,bumi_malay,6216
Kelantan,1/1/2000,male,bumi_malay,3987
Kelantan,1/1/2001,male,bumi_malay,4013
Kelantan,1/1/2002,male,bumi_malay,4405
Kelantan,1/1/2003,male,bumi_malay,4598
Kelantan,1/1/2004,male,bumi_malay,4552
Kelantan,1/1/2005,male,bumi_malay,4677
Kelantan,1/1/2006,male,bumi_malay,4657
Kelantan,1/1/2007,male,bumi_malay,4845
Kelantan,1/1/2008,male,bumi_malay,5224
Kelantan,1/1/2009,male,bumi_malay,5345
Kelantan,1/1/2010,male,bumi_malay,5228
Kelantan,1/1/2011,male,bumi_malay,5239
Kelantan,1/1/2012,male,bumi_malay,5190
Kelantan,1/1/2013,male,bumi_malay,5247
Kelantan,1/1/2014,male,bumi_malay,5593
Kelantan,1/1/2015,male,bumi_malay,5721
Kelantan,1/1/2016,male,bumi_malay,5713
Kelantan,1/1/2017,male,bumi_malay,5871
Kelantan,1/1/2018,male,bumi_malay,5884
Kelantan,1/1/2019,male,bumi_malay,6019
Kelantan,1/1/2020,male,bumi_malay,5813
Kelantan,1/1/2021,male,bumi_malay,7093
Kelantan,1/1/2022,male,bumi_malay,6912
Kelantan,1/1/2000,female,bumi_malay,3059
Kelantan,1/1/2001,female,bumi_malay,3203
Kelantan,1/1/2002,female,bumi_malay,3296
Kelantan,1/1/2003,female,bumi_malay,3410
Kelantan,1/1/2004,female,bumi_malay,3382
Kelantan,1/1/2005,female,bumi_malay,3508
Kelantan,1/1/2006,female,bumi_malay,3641
Kelantan,1/1/2007,female,bumi_malay,3705
Kelantan,1/1/2008,female,bumi_malay,3826
Kelantan,1/1/2009,female,bumi_malay,4090
Kelantan,1/1/2010,female,bumi_malay,3964
Kelantan,1/1/2011,female,bumi_malay,4141
Kelantan,1/1/2012,female,bumi_malay,4024
Kelantan,1/1/2013,female,bumi_malay,4139
Kelantan,1/1/2014,female,bumi_malay,4319
Kelantan,1/1/2015,female,bumi_malay,4447
Kelantan,1/1/2016,female,bumi_malay,4412
Kelantan,1/1/2017,female,bumi_malay,4612
Kelantan,1/1/2018,female,bumi_malay,4698
Kelantan,1/1/2019,female,bumi_malay,4655
Kelantan,1/1/2020,female,bumi_malay,4415
Kelantan,1/1/2021,female,bumi_malay,5948
Kelantan,1/1/2022,female,bumi_malay,5690
Melaka,1/1/2000,male,bumi_malay,1168
Melaka,1/1/2001,male,bumi_malay,1207
Melaka,1/1/2002,male,bumi_malay,1292
Melaka,1/1/2003,male,bumi_malay,1265
Melaka,1/1/2004,male,bumi_malay,1284
Melaka,1/1/2005,male,bumi_malay,1368
Melaka,1/1/2006,male,bumi_malay,1322
Melaka,1/1/2007,male,bumi_malay,1374
Melaka,1/1/2008,male,bumi_malay,1478
Melaka,1/1/2009,male,bumi_malay,1509
Melaka,1/1/2010,male,bumi_malay,1489
Melaka,1/1/2011,male,bumi_malay,1525
Melaka,1/1/2012,male,bumi_malay,1512
Melaka,1/1/2013,male,bumi_malay,1554
Melaka,1/1/2014,male,bumi_malay,1621
Melaka,1/1/2015,male,bumi_malay,1641
Melaka,1/1/2016,male,bumi_malay,1715
Melaka,1/1/2017,male,bumi_malay,1777
Melaka,1/1/2018,male,bumi_malay,1863
Melaka,1/1/2019,male,bumi_malay,1857
Melaka,1/1/2020,male,bumi_malay,1779
Melaka,1/1/2021,male,bumi_malay,2384
Melaka,1/1/2022,male,bumi_malay,2201
Melaka,1/1/2000,female,bumi_malay,1054
Melaka,1/1/2001,female,bumi_malay,1043
Melaka,1/1/2002,female,bumi_malay,1136
Melaka,1/1/2003,female,bumi_malay,1111
Melaka,1/1/2004,female,bumi_malay,1134
Melaka,1/1/2005,female,bumi_malay,1137
Melaka,1/1/2006,female,bumi_malay,1136
Melaka,1/1/2007,female,bumi_malay,1128
Melaka,1/1/2008,female,bumi_malay,1203
Melaka,1/1/2009,female,bumi_malay,1190
Melaka,1/1/2010,female,bumi_malay,1178
Melaka,1/1/2011,female,bumi_malay,1188
Melaka,1/1/2012,female,bumi_malay,1266
Melaka,1/1/2013,female,bumi_malay,1314
Melaka,1/1/2014,female,bumi_malay,1253
Melaka,1/1/2015,female,bumi_malay,1352
Melaka,1/1/2016,female,bumi_malay,1410
Melaka,1/1/2017,female,bumi_malay,1526
Melaka,1/1/2018,female,bumi_malay,1449
Melaka,1/1/2019,female,bumi_malay,1522
Melaka,1/1/2020,female,bumi_malay,1465
Melaka,1/1/2021,female,bumi_malay,2003
Melaka,1/1/2022,female,bumi_malay,1859
Negeri Sembilan,1/1/2000,male,bumi_malay,1300
Negeri Sembilan,1/1/2001,male,bumi_malay,1411
Negeri Sembilan,1/1/2002,male,bumi_malay,1472
Negeri Sembilan,1/1/2003,male,bumi_malay,1525
Negeri Sembilan,1/1/2004,male,bumi_malay,1474
Negeri Sembilan,1/1/2005,male,bumi_malay,1582
Negeri Sembilan,1/1/2006,male,bumi_malay,1602
Negeri Sembilan,1/1/2007,male,bumi_malay,1567
Negeri Sembilan,1/1/2008,male,bumi_malay,1836
Negeri Sembilan,1/1/2009,male,bumi_malay,1822
Negeri Sembilan,1/1/2010,male,bumi_malay,1808
Negeri Sembilan,1/1/2011,male,bumi_malay,1814
Negeri Sembilan,1/1/2012,male,bumi_malay,1761
Negeri Sembilan,1/1/2013,male,bumi_malay,1894
Negeri Sembilan,1/1/2014,male,bumi_malay,1940
Negeri Sembilan,1/1/2015,male,bumi_malay,2041
Negeri Sembilan,1/1/2016,male,bumi_malay,2058
Negeri Sembilan,1/1/2017,male,bumi_malay,2213
Negeri Sembilan,1/1/2018,male,bumi_malay,2330
Negeri Sembilan,1/1/2019,male,bumi_malay,2259
Negeri Sembilan,1/1/2020,male,bumi_malay,2202
Negeri Sembilan,1/1/2021,male,bumi_malay,2811
Negeri Sembilan,1/1/2022,male,bumi_malay,2699
Negeri Sembilan,1/1/2000,female,bumi_malay,946
Negeri Sembilan,1/1/2001,female,bumi_malay,1066
Negeri Sembilan,1/1/2002,female,bumi_malay,1149
Negeri Sembilan,1/1/2003,female,bumi_malay,1093
Negeri Sembilan,1/1/2004,female,bumi_malay,1103
Negeri Sembilan,1/1/2005,female,bumi_malay,1127
Negeri Sembilan,1/1/2006,female,bumi_malay,1139
Negeri Sembilan,1/1/2007,female,bumi_malay,1144
Negeri Sembilan,1/1/2008,female,bumi_malay,1314
Negeri Sembilan,1/1/2009,female,bumi_malay,1313
Negeri Sembilan,1/1/2010,female,bumi_malay,1310
Negeri Sembilan,1/1/2011,female,bumi_malay,1364
Negeri Sembilan,1/1/2012,female,bumi_malay,1411
Negeri Sembilan,1/1/2013,female,bumi_malay,1439
Negeri Sembilan,1/1/2014,female,bumi_malay,1501
Negeri Sembilan,1/1/2015,female,bumi_malay,1557
Negeri Sembilan,1/1/2016,female,bumi_malay,1625
Negeri Sembilan,1/1/2017,female,bumi_malay,1658
Negeri Sembilan,1/1/2018,female,bumi_malay,1692
Negeri Sembilan,1/1/2019,female,bumi_malay,1688
Negeri Sembilan,1/1/2020,female,bumi_malay,1623
Negeri Sembilan,1/1/2021,female,bumi_malay,2265
Negeri Sembilan,1/1/2022,female,bumi_malay,2107
Pahang,1/1/2000,male,bumi_malay,2204
Pahang,1/1/2001,male,bumi_malay,2290
Pahang,1/1/2002,male,bumi_malay,2601
Pahang,1/1/2003,male,bumi_malay,2565
Pahang,1/1/2004,male,bumi_malay,2612
Pahang,1/1/2005,male,bumi_malay,2705
Pahang,1/1/2006,male,bumi_malay,2812
Pahang,1/1/2007,male,bumi_malay,2848
Pahang,1/1/2008,male,bumi_malay,3030
Pahang,1/1/2009,male,bumi_malay,3144
Pahang,1/1/2010,male,bumi_malay,3286
Pahang,1/1/2011,male,bumi_malay,3313
Pahang,1/1/2012,male,bumi_malay,3290
Pahang,1/1/2013,male,bumi_malay,3389
Pahang,1/1/2014,male,bumi_malay,3578
Pahang,1/1/2015,male,bumi_malay,3568
Pahang,1/1/2016,male,bumi_malay,3742
Pahang,1/1/2017,male,bumi_malay,3837
Pahang,1/1/2018,male,bumi_malay,3873
Pahang,1/1/2019,male,bumi_malay,3740
Pahang,1/1/2020,male,bumi_malay,3562
Pahang,1/1/2021,male,bumi_malay,4251
Pahang,1/1/2022,male,bumi_malay,4632
Pahang,1/1/2000,female,bumi_malay,1485
Pahang,1/1/2001,female,bumi_malay,1519
Pahang,1/1/2002,female,bumi_malay,1666
Pahang,1/1/2003,female,bumi_malay,1625
Pahang,1/1/2004,female,bumi_malay,1674
Pahang,1/1/2005,female,bumi_malay,1722
Pahang,1/1/2006,female,bumi_malay,1791
Pahang,1/1/2007,female,bumi_malay,1848
Pahang,1/1/2008,female,bumi_malay,1905
Pahang,1/1/2009,female,bumi_malay,2047
Pahang,1/1/2010,female,bumi_malay,2194
Pahang,1/1/2011,female,bumi_malay,2239
Pahang,1/1/2012,female,bumi_malay,2185
Pahang,1/1/2013,female,bumi_malay,2265
Pahang,1/1/2014,female,bumi_malay,2297
Pahang,1/1/2015,female,bumi_malay,2469
Pahang,1/1/2016,female,bumi_malay,2573
Pahang,1/1/2017,female,bumi_malay,2743
Pahang,1/1/2018,female,bumi_malay,2712
Pahang,1/1/2019,female,bumi_malay,2763
Pahang,1/1/2020,female,bumi_malay,2552
Pahang,1/1/2021,female,bumi_malay,3042
Pahang,1/1/2022,female,bumi_malay,3240
Perak,1/1/2000,male,bumi_malay,3479
Perak,1/1/2001,male,bumi_malay,3530
Perak,1/1/2002,male,bumi_malay,3916
Perak,1/1/2003,male,bumi_malay,4017
Perak,1/1/2004,male,bumi_malay,3916
Perak,1/1/2005,male,bumi_malay,3851
Perak,1/1/2006,male,bumi_malay,3966
Perak,1/1/2007,male,bumi_malay,4071
Perak,1/1/2008,male,bumi_malay,4246
Perak,1/1/2009,male,bumi_malay,4318
Perak,1/1/2010,male,bumi_malay,4222
Perak,1/1/2011,male,bumi_malay,4339
Perak,1/1/2012,male,bumi_malay,4440
Perak,1/1/2013,male,bumi_malay,4429
Perak,1/1/2014,male,bumi_malay,4626
Perak,1/1/2015,male,bumi_malay,4762
Perak,1/1/2016,male,bumi_malay,4978
Perak,1/1/2017,male,bumi_malay,5016
Perak,1/1/2018,male,bumi_malay,5087
Perak,1/1/2019,male,bumi_malay,5069
Perak,1/1/2020,male,bumi_malay,4942
Perak,1/1/2021,male,bumi_malay,5935
Perak,1/1/2022,male,bumi_malay,6196
Perak,1/1/2000,female,bumi_malay,2565
Perak,1/1/2001,female,bumi_malay,2855
Perak,1/1/2002,female,bumi_malay,2965
Perak,1/1/2003,female,bumi_malay,3081
Perak,1/1/2004,female,bumi_malay,2949
Perak,1/1/2005,female,bumi_malay,3012
Perak,1/1/2006,female,bumi_malay,3158
Perak,1/1/2007,female,bumi_malay,3247
Perak,1/1/2008,female,bumi_malay,3350
Perak,1/1/2009,female,bumi_malay,3419
Perak,1/1/2010,female,bumi_malay,3288
Perak,1/1/2011,female,bumi_malay,3504
Perak,1/1/2012,female,bumi_malay,3579
Perak,1/1/2013,female,bumi_malay,3681
Perak,1/1/2014,female,bumi_malay,3712
Perak,1/1/2015,female,bumi_malay,3731
Perak,1/1/2016,female,bumi_malay,3805
Perak,1/1/2017,female,bumi_malay,3892
Perak,1/1/2018,female,bumi_malay,4125
Perak,1/1/2019,female,bumi_malay,4118
Perak,1/1/2020,female,bumi_malay,3926
Perak,1/1/2021,female,bumi_malay,4721
Perak,1/1/2022,female,bumi_malay,5131
Perlis,1/1/2000,male,bumi_malay,594
Perlis,1/1/2001,male,bumi_malay,608
Perlis,1/1/2002,male,bumi_malay,607
Perlis,1/1/2003,male,bumi_malay,679
Perlis,1/1/2004,male,bumi_malay,630
Perlis,1/1/2005,male,bumi_malay,669
Perlis,1/1/2006,male,bumi_malay,684
Perlis,1/1/2007,male,bumi_malay,681
Perlis,1/1/2008,male,bumi_malay,797
Perlis,1/1/2009,male,bumi_malay,737
Perlis,1/1/2010,male,bumi_malay,815
Perlis,1/1/2011,male,bumi_malay,763
Perlis,1/1/2012,male,bumi_malay,742
Perlis,1/1/2013,male,bumi_malay,802
Perlis,1/1/2014,male,bumi_malay,779
Perlis,1/1/2015,male,bumi_malay,820
Perlis,1/1/2016,male,bumi_malay,874
Perlis,1/1/2017,male,bumi_malay,930
Perlis,1/1/2018,male,bumi_malay,994
Perlis,1/1/2019,male,bumi_malay,961
Perlis,1/1/2020,male,bumi_malay,915
Perlis,1/1/2021,male,bumi_malay,1048
Perlis,1/1/2022,male,bumi_malay,1156
Perlis,1/1/2000,female,bumi_malay,474
Perlis,1/1/2001,female,bumi_malay,467
Perlis,1/1/2002,female,bumi_malay,547
Perlis,1/1/2003,female,bumi_malay,520
Perlis,1/1/2004,female,bumi_malay,561
Perlis,1/1/2005,female,bumi_malay,534
Perlis,1/1/2006,female,bumi_malay,552
Perlis,1/1/2007,female,bumi_malay,585
Perlis,1/1/2008,female,bumi_malay,577
Perlis,1/1/2009,female,bumi_malay,589
Perlis,1/1/2010,female,bumi_malay,608
Perlis,1/1/2011,female,bumi_malay,637
Perlis,1/1/2012,female,bumi_malay,665
Perlis,1/1/2013,female,bumi_malay,676
Perlis,1/1/2014,female,bumi_malay,656
Perlis,1/1/2015,female,bumi_malay,706
Perlis,1/1/2016,female,bumi_malay,755
Perlis,1/1/2017,female,bumi_malay,781
Perlis,1/1/2018,female,bumi_malay,777
Perlis,1/1/2019,female,bumi_malay,753
Perlis,1/1/2020,female,bumi_malay,777
Perlis,1/1/2021,female,bumi_malay,854
Perlis,1/1/2022,female,bumi_malay,938
Pulau Pinang,1/1/2000,male,bumi_malay,1333
Pulau Pinang,1/1/2001,male,bumi_malay,1347
Pulau Pinang,1/1/2002,male,bumi_malay,1445
Pulau Pinang,1/1/2003,male,bumi_malay,1466
Pulau Pinang,1/1/2004,male,bumi_malay,1446
Pulau Pinang,1/1/2005,male,bumi_malay,1467
Pulau Pinang,1/1/2006,male,bumi_malay,1472
Pulau Pinang,1/1/2007,male,bumi_malay,1556
Pulau Pinang,1/1/2008,male,bumi_malay,1670
Pulau Pinang,1/1/2009,male,bumi_malay,1685
Pulau Pinang,1/1/2010,male,bumi_malay,1673
Pulau Pinang,1/1/2011,male,bumi_malay,1726
Pulau Pinang,1/1/2012,male,bumi_malay,1781
Pulau Pinang,1/1/2013,male,bumi_malay,1850
Pulau Pinang,1/1/2014,male,bumi_malay,1925
Pulau Pinang,1/1/2015,male,bumi_malay,1999
Pulau Pinang,1/1/2016,male,bumi_malay,2206
Pulau Pinang,1/1/2017,male,bumi_malay,2114
Pulau Pinang,1/1/2018,male,bumi_malay,2249
Pulau Pinang,1/1/2019,male,bumi_malay,2186
Pulau Pinang,1/1/2020,male,bumi_malay,2092
Pulau Pinang,1/1/2021,male,bumi_malay,2757
Pulau Pinang,1/1/2022,male,bumi_malay,2622
Pulau Pinang,1/1/2000,female,bumi_malay,1129
Pulau Pinang,1/1/2001,female,bumi_malay,1125
Pulau Pinang,1/1/2002,female,bumi_malay,1248
Pulau Pinang,1/1/2003,female,bumi_malay,1210
Pulau Pinang,1/1/2004,female,bumi_malay,1219
Pulau Pinang,1/1/2005,female,bumi_malay,1252
Pulau Pinang,1/1/2006,female,bumi_malay,1281
Pulau Pinang,1/1/2007,female,bumi_malay,1292
Pulau Pinang,1/1/2008,female,bumi_malay,1356
Pulau Pinang,1/1/2009,female,bumi_malay,1342
Pulau Pinang,1/1/2010,female,bumi_malay,1458
Pulau Pinang,1/1/2011,female,bumi_malay,1406
Pulau Pinang,1/1/2012,female,bumi_malay,1442
Pulau Pinang,1/1/2013,female,bumi_malay,1491
Pulau Pinang,1/1/2014,female,bumi_malay,1538
Pulau Pinang,1/1/2015,female,bumi_malay,1643
Pulau Pinang,1/1/2016,female,bumi_malay,1646
Pulau Pinang,1/1/2017,female,bumi_malay,1853
Pulau Pinang,1/1/2018,female,bumi_malay,1836
Pulau Pinang,1/1/2019,female,bumi_malay,1763
Pulau Pinang,1/1/2020,female,bumi_malay,1689
Pulau Pinang,1/1/2021,female,bumi_malay,2229
Pulau Pinang,1/1/2022,female,bumi_malay,2088
Sabah,1/1/2000,male,bumi_malay,486
Sabah,1/1/2001,male,bumi_malay,611
Sabah,1/1/2002,male,bumi_malay,755
Sabah,1/1/2003,male,bumi_malay,677
Sabah,1/1/2004,male,bumi_malay,681
Sabah,1/1/2005,male,bumi_malay,569
Sabah,1/1/2006,male,bumi_malay,574
Sabah,1/1/2007,male,bumi_malay,540
Sabah,1/1/2008,male,bumi_malay,636
Sabah,1/1/2009,male,bumi_malay,709
Sabah,1/1/2010,male,bumi_malay,639
Sabah,1/1/2011,male,bumi_malay,693
Sabah,1/1/2012,male,bumi_malay,684
Sabah,1/1/2013,male,bumi_malay,724
Sabah,1/1/2014,male,bumi_malay,764
Sabah,1/1/2015,male,bumi_malay,784
Sabah,1/1/2016,male,bumi_malay,1113
Sabah,1/1/2017,male,bumi_malay,1172
Sabah,1/1/2018,male,bumi_malay,1268
Sabah,1/1/2019,male,bumi_malay,1310
Sabah,1/1/2020,male,bumi_malay,1229
Sabah,1/1/2021,male,bumi_malay,1568
Sabah,1/1/2022,male,bumi_malay,1468
Sabah,1/1/2000,female,bumi_malay,285
Sabah,1/1/2001,female,bumi_malay,357
Sabah,1/1/2002,female,bumi_malay,401
Sabah,1/1/2003,female,bumi_malay,424
Sabah,1/1/2004,female,bumi_malay,488
Sabah,1/1/2005,female,bumi_malay,357
Sabah,1/1/2006,female,bumi_malay,329
Sabah,1/1/2007,female,bumi_malay,344
Sabah,1/1/2008,female,bumi_malay,362
Sabah,1/1/2009,female,bumi_malay,368
Sabah,1/1/2010,female,bumi_malay,385
Sabah,1/1/2011,female,bumi_malay,421
Sabah,1/1/2012,female,bumi_malay,360
Sabah,1/1/2013,female,bumi_malay,430
Sabah,1/1/2014,female,bumi_malay,472
Sabah,1/1/2015,female,bumi_malay,485
Sabah,1/1/2016,female,bumi_malay,636
Sabah,1/1/2017,female,bumi_malay,658
Sabah,1/1/2018,female,bumi_malay,704
Sabah,1/1/2019,female,bumi_malay,776
Sabah,1/1/2020,female,bumi_malay,751
Sabah,1/1/2021,female,bumi_malay,1050
Sabah,1/1/2022,female,bumi_malay,913
Sarawak,1/1/2000,male,bumi_malay,943
Sarawak,1/1/2001,male,bumi_malay,989
Sarawak,1/1/2002,male,bumi_malay,1036
Sarawak,1/1/2003,male,bumi_malay,1100
Sarawak,1/1/2004,male,bumi_malay,1127
Sarawak,1/1/2005,male,bumi_malay,1035
Sarawak,1/1/2006,male,bumi_malay,1090
Sarawak,1/1/2007,male,bumi_malay,1059
Sarawak,1/1/2008,male,bumi_malay,1146
Sarawak,1/1/2009,male,bumi_malay,1233
Sarawak,1/1/2010,male,bumi_malay,1146
Sarawak,1/1/2011,male,bumi_malay,1254
Sarawak,1/1/2012,male,bumi_malay,1266
Sarawak,1/1/2013,male,bumi_malay,1249
Sarawak,1/1/2014,male,bumi_malay,1345
Sarawak,1/1/2015,male,bumi_malay,1410
Sarawak,1/1/2016,male,bumi_malay,1446
Sarawak,1/1/2017,male,bumi_malay,1479
Sarawak,1/1/2018,male,bumi_malay,1574
Sarawak,1/1/2019,male,bumi_malay,1557
Sarawak,1/1/2020,male,bumi_malay,1623
Sarawak,1/1/2021,male,bumi_malay,1966
Sarawak,1/1/2022,male,bumi_malay,1888
Sarawak,1/1/2000,female,bumi_malay,799
Sarawak,1/1/2001,female,bumi_malay,779
Sarawak,1/1/2002,female,bumi_malay,810
Sarawak,1/1/2003,female,bumi_malay,809
Sarawak,1/1/2004,female,bumi_malay,877
Sarawak,1/1/2005,female,bumi_malay,793
Sarawak,1/1/2006,female,bumi_malay,907
Sarawak,1/1/2007,female,bumi_malay,877
Sarawak,1/1/2008,female,bumi_malay,912
Sarawak,1/1/2009,female,bumi_malay,1035
Sarawak,1/1/2010,female,bumi_malay,900
Sarawak,1/1/2011,female,bumi_malay,1024
Sarawak,1/1/2012,female,bumi_malay,1018
Sarawak,1/1/2013,female,bumi_malay,1000
Sarawak,1/1/2014,female,bumi_malay,1034
Sarawak,1/1/2015,female,bumi_malay,1088
Sarawak,1/1/2016,female,bumi_malay,1107
Sarawak,1/1/2017,female,bumi_malay,1092
Sarawak,1/1/2018,female,bumi_malay,1206
Sarawak,1/1/2019,female,bumi_malay,1240
Sarawak,1/1/2020,female,bumi_malay,1215
Sarawak,1/1/2021,female,bumi_malay,1485
Sarawak,1/1/2022,female,bumi_malay,1437
Selangor,1/1/2000,male,bumi_malay,3150
Selangor,1/1/2001,male,bumi_malay,3353
Selangor,1/1/2002,male,bumi_malay,3534
Selangor,1/1/2003,male,bumi_malay,3690
Selangor,1/1/2004,male,bumi_malay,3742
Selangor,1/1/2005,male,bumi_malay,3923
Selangor,1/1/2006,male,bumi_malay,3963
Selangor,1/1/2007,male,bumi_malay,4114
Selangor,1/1/2008,male,bumi_malay,4585
Selangor,1/1/2009,male,bumi_malay,4797
Selangor,1/1/2010,male,bumi_malay,4759
Selangor,1/1/2011,male,bumi_malay,4959
Selangor,1/1/2012,male,bumi_malay,5323
Selangor,1/1/2013,male,bumi_malay,5532
Selangor,1/1/2014,male,bumi_malay,5828
Selangor,1/1/2015,male,bumi_malay,6261
Selangor,1/1/2016,male,bumi_malay,6689
Selangor,1/1/2017,male,bumi_malay,7050
Selangor,1/1/2018,male,bumi_malay,7257
Selangor,1/1/2019,male,bumi_malay,7509
Selangor,1/1/2020,male,bumi_malay,6889
Selangor,1/1/2021,male,bumi_malay,11011
Selangor,1/1/2022,male,bumi_malay,8847
Selangor,1/1/2000,female,bumi_malay,2233
Selangor,1/1/2001,female,bumi_malay,2394
Selangor,1/1/2002,female,bumi_malay,2581
Selangor,1/1/2003,female,bumi_malay,2590
Selangor,1/1/2004,female,bumi_malay,2668
Selangor,1/1/2005,female,bumi_malay,2894
Selangor,1/1/2006,female,bumi_malay,2843
Selangor,1/1/2007,female,bumi_malay,2956
Selangor,1/1/2008,female,bumi_malay,3393
Selangor,1/1/2009,female,bumi_malay,3610
Selangor,1/1/2010,female,bumi_malay,3518
Selangor,1/1/2011,female,bumi_malay,3715
Selangor,1/1/2012,female,bumi_malay,3963
Selangor,1/1/2013,female,bumi_malay,4180
Selangor,1/1/2014,female,bumi_malay,4421
Selangor,1/1/2015,female,bumi_malay,4749
Selangor,1/1/2016,female,bumi_malay,5026
Selangor,1/1/2017,female,bumi_malay,5278
Selangor,1/1/2018,female,bumi_malay,5528
Selangor,1/1/2019,female,bumi_malay,5388
Selangor,1/1/2020,female,bumi_malay,4764
Selangor,1/1/2021,female,bumi_malay,8107
Selangor,1/1/2022,female,bumi_malay,6510
Terengganu,1/1/2000,male,bumi_malay,2484
Terengganu,1/1/2001,male,bumi_malay,2718
Terengganu,1/1/2002,male,bumi_malay,2668
Terengganu,1/1/2003,male,bumi_malay,2983
Terengganu,1/1/2004,male,bumi_malay,2891
Terengganu,1/1/2005,male,bumi_malay,2861
Terengganu,1/1/2006,male,bumi_malay,2974
Terengganu,1/1/2007,male,bumi_malay,3096
Terengganu,1/1/2008,male,bumi_malay,3119
Terengganu,1/1/2009,male,bumi_malay,3343
Terengganu,1/1/2010,male,bumi_malay,3267
Terengganu,1/1/2011,male,bumi_malay,3351
Terengganu,1/1/2012,male,bumi_malay,3405
Terengganu,1/1/2013,male,bumi_malay,3560
Terengganu,1/1/2014,male,bumi_malay,3444
Terengganu,1/1/2015,male,bumi_malay,3692
Terengganu,1/1/2016,male,bumi_malay,3777
Terengganu,1/1/2017,male,bumi_malay,3843
Terengganu,1/1/2018,male,bumi_malay,3899
Terengganu,1/1/2019,male,bumi_malay,4025
Terengganu,1/1/2020,male,bumi_malay,3711
Terengganu,1/1/2021,male,bumi_malay,4439
Terengganu,1/1/2022,male,bumi_malay,4571
Terengganu,1/1/2000,female,bumi_malay,1865
Terengganu,1/1/2001,female,bumi_malay,1943
